,Design Power (kW),Design T41t (degK),Design OPR (-),Design altitude (ft),Design Mach (-),Limit OPR (-),Limit ITT (degK),Altitude (ft),Mach (-),Max Power OPR Limit (kW),Max Power ITT Limit (kW)
25,2571.057949133178,1364.1914720978984,14.027021357373096,0.0,0.0,17.630621885750035,1273.15,17045.53770580874,0.11477344377918972,2055.5954717649606,4465.658250029878
26,737.6437330523897,1007.2881679961802,7.0,0.0,0.0,8.35993902966231,958.15,3449.591505516195,0.1561804564606591,1174.364351980391,1866.2451693228359
27,1933.0485842243602,1403.1062004530231,18.34762938372234,0.0,0.0,20.62263116240538,1273.15,7325.395685546098,0.5350986842972472,2611.755243154009,4989.960301722114
28,2295.3278892809667,1184.012759084732,14.996906626782183,0.0,0.0,16.416412318580345,1155.7409767719896,11244.205560504026,0.47129926791915844,2657.4412831593154,9207.908854451885
29,1255.1039516031062,1352.9963342944056,12.442069231923584,0.0,0.0,14.404277794290234,1273.15,23573.261447979807,0.21805224249201316,674.163532272336,1823.2831583096179
30,672.7803522107496,1087.4769888486107,7.0,0.0,0.0,7.894478104816337,995.9489926425615,6415.058644034287,0.07529171478434854,739.5292336994471,1185.74933371868
31,861.929492435517,1360.1564001058946,8.326888011714571,0.0,0.0,10.073739033242441,1273.15,29878.406799147986,0.405927656483175,434.2989100751078,836.2895366794559
32,2168.9529400377437,1283.3230819942905,12.932431725088717,0.0,0.0,15.515037525674364,1273.15,30787.952711214974,0.07592767832638105,840.8567178709075,3490.6961686898035
33,2629.7183542553157,1329.3005469009076,16.021445859067732,0.0,0.0,17.51969580131762,1273.15,4414.742506417736,0.2787942746808199,2995.5379395492464,7747.665606499408
34,1959.5856516709734,1370.1889989703313,10.543674003389915,0.0,0.0,10.975480488187907,1273.15,26456.66864060007,0.3338928845460189,812.1074680393527,2279.3104065554617
35,1756.4624086634171,1378.3013556468236,13.162007370128995,0.0,0.0,14.637650267120627,1273.15,29959.76039983608,0.47201986035466226,794.6644078939098,2232.84991765591
36,1669.6925912984432,1325.6895917365741,18.58881295734958,0.0,0.0,21.468803109250366,1273.15,16936.058460717766,0.48295452836374686,1553.5520152449312,4946.230238038844
37,1244.1851100297959,1389.7429418450056,11.914087512081068,0.0,0.0,13.344591273052687,1273.15,21142.38035085375,0.09268903372797971,661.7259957742133,1599.0347532937735
38,2108.066099296033,1336.5601887502257,12.25865625808265,0.0,0.0,15.871385848003639,1273.15,34643.999416496736,0.26263589807085275,840.5802753102039,2473.2162032846686
39,2452.5419633188767,1384.3019192514566,15.154427745537536,0.0,0.0,18.742888392729476,1273.15,23362.20931960798,0.5993105763928324,2111.0334396346484,4144.678943974239
40,1224.4581763190151,1106.682722269568,7.762702289182695,0.0,0.0,8.553605997222581,1019.5395060558561,8081.084777026562,0.4129299802710205,1524.8969191314848,2512.8891428148377
